"distrito","codigo_sie","unidad_educativa","x","y","estado","nivel_educativo","luz_electrica","agua_potable","alcantarillado","pozo_septico","baños","lava_manos","internet","laboratorios","sala_computacion","turno","nombre_mañana","nombre_tarde","nombre_noche","pob","pob_mañana","pob_tarde","pob_noche"
"D-4","40730293","CARLOS PALENQUE AVILES","585191.56797","8175358.02376","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","CARLOS PALENQUE AVILES","CARLOS PALENQUE AVILES","NA","424","424","272","NA"
"D-4","40730526","REPUBLICA DEL JAPON MAÑANA","585011.731937","8175212.82393","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","REPUBLICA DEL JAPON MAÑANA","NA","NA","394","394","NA","NA"
"D-4","40730166","REPUBLICA DEL JAPON TARDE","585011.731937","8175212.82393","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","REPUBLICA DEL JAPON TARDE","NA","475","NA","475","NA"
"D-4","40730167","SAN VICENTE DE PAUL FE Y ALEGRIA","584675.906828","8174956.44025","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","SAN VICENTE DE PAUL FE Y ALEGRIA","NA","NA","676","676","NA","NA"
"D-4","40730168","SAN VICENTE DE PAUL","584675.906828","8174956.44025","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","SAN VICENTE DE PAUL","NA","638","NA","638","NA"
"D-4","40730357","PEDRO DOMINGO MURILLO A","584487.923693","8174798.35796","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","PEDRO DOMINGO MURILLO A","NA","595","NA","595","NA"
"D-4","40730153","PEDRO DOMINGO MURILLO B","584487.923693","8174798.35796","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","PEDRO DOMINGO MURILLO B","NA","NA","421","421","NA","NA"
"D-4","40730162","ARMADA BOLIVIANA","583978.002177","8174978.33026","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","ARMADA BOLIVIANA","ARMADA BOLIVIANA","NA","743","743","NA","NA"
"D-4","40730599","6 DE MARZO MAÑANA","583825.80338","8174750.58753","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","6 DE MARZO MAÑANA","NA","NA","385","385","NA","NA"
"D-4","40730163","6 DE MARZO TARDE","583825.80338","8174750.58753","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Tarde","NA","6 DE MARZO TARDE","NA","259","NA","259","NA"
"D-4","40730601","ECOLOGICO 25 DE JULIO A","583471.660357","8174669.61234","Bueno","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","ECOLOGICO 25 DE JULIO A","NA","NA","527","527","NA","NA"
"D-4","40730374","ECOLOGICO 25 DE JULIO B","583471.660357","8174669.61234","Bueno","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","ECOLOGICO 25 DE JULIO B","NA","NA","487","487","NA","NA"
"D-4","40730542","HERNAN SILES SUAZO","582936.263784","8174006.23682","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","HERNAN SILES SUAZO","NA","NA","70","70","NA","NA"
"D-4","40730528","MERCEDARIO","582545.999532","8173787.04637","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","MERCEDARIO","NA","NA","300","300","NA","NA"
"D-4","40730261","FERNANDO NOGALES CASTRO FE Y ALEGRIA","581778.061564","8172740.59633","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","FERNANDO NOGALES CASTRO FE Y ALEGRIA","NA","NA","880","880","NA","NA"
"D-4","40730476","1RO. DE OCTUBRE","580877.024036","8173309.0232","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","1RO. DE OCTUBRE","NA","NA","346","346","NA","NA"
"D-4","40730487","AUSTRIA","581665.653995","8173561.39619","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","AUSTRIA","NA","NA","425","425","NA","NA"
"D-4","40730464","SAN FELIPE","581132.003983","8173845.65082","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","SAN FELIPE","NA","NA","567","567","314","NA"
"D-4","40730503","REPUBLICA BOLIVARIANA DE VENEZUELA","579920.776464","8173959.18357","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","REPUBLICA BOLIVARIANA DE VENEZUELA","NA","NA","208","208","NA","NA"
"D-4","40730447","SANTISIMA TRINIDAD","580634.955676","8174689.67514","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","SANTISIMA TRINIDAD","NA","NA","547","547","NA","NA"
"D-4","40730174","REPUBLICA POPULAR DE CHINA","581501.242107","8174707.65848","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","REPUBLICA POPULAR DE CHINA","NA","NA","1110","1110","NA","NA"
"D-4","40730395","JUANA AZURDUY DE PADILLA","581805.307913","8175131.51368","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","JUANA AZURDUY DE PADILLA","NA","NA","893","893","NA","NA"
"D-4","40730396","MANUEL ASCENCIO PADILLA","582400.34786","8174723.43042","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","MANUEL ASCENCIO PADILLA","NA","NA","808","808","NA","NA"
"D-4","40730161","16 DE FEBRERO A","582460.762585","8175232.97954","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","16 DE FEBRERO A","NA","NA","917","917","NA","NA"
"D-4","40730544","16 DE FEBRERO B","582460.762585","8175232.97954","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","16 DE FEBRERO B","NA","598","NA","598","NA"
"D-4","40730152","RAUL SALMON DE LA BARRA","584276.959399","8175680.3421","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","RAUL SALMON DE LA BARRA","NA","NA","894","894","NA","NA"
"D-4","40730151","BICENTENARIO LIBERTADOR SIMON BOLIVAR","584276.959399","8175680.3421","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","BICENTENARIO LIBERTADOR SIMON BOLIVAR","NA","597","NA","597","NA"
"D-4","40730171","MARISCAL. DE ZEPITA MAÑANA","584645.217845","8175754.84146","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","MARISCAL. DE ZEPITA MAÑANA","NA","NA","328","328","NA","NA"
"D-4","40730595","MARISCAL DE ZEPITA TARDE","584645.217845","8175754.84146","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","MARISCAL DE ZEPITA TARDE","NA","376","NA","376","NA"
"D-4","40730211","LIBERTAD","582517.050218","8176938.64294","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","LIBERTAD","NA","NA","606","606","503","NA"
"D-4","40730490","METODISTA ANDINO","582802.683758","8176549.71705","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","METODISTA ANDINO","NA","NA","424","424","NA","NA"
"D-4","40730159","YUNGUYO FE Y ALEGRIA TARDE","582706.326642","8176204.86699","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","YUNGUYO FE Y ALEGRIA TARDE","NA","646","NA","646","NA"
"D-4","40730160","YUNGUYO FE Y ALEGRIA A","582706.326642","8176204.86699","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","YUNGUYO FE Y ALEGRIA A","NA","NA","771","771","NA","NA"
"D-4","40730640","YUNGUYO FE Y ALEGRIA B","582706.326642","8176204.86699","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","YUNGUYO FE Y ALEGRIA B","NA","NA","634","634","NA","NA"
"D-4","40730499","JESUS DE YUNGUYO FE Y ALEGRIA","582706.326642","8176204.86699","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","JESUS DE YUNGUYO FE Y ALEGRIA","NA","688","NA","688","NA"
"D-4","40730594","SAN JOSE DE YUNGUYO A","582608.67449","8175723.41589","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","SAN JOSE DE YUNGUYO A","NA","NA","475","475","NA","NA"
"D-4","40730404","SAN JOSE DE YUNGUYO B","582608.67449","8175723.41589","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","SAN JOSE DE YUNGUYO B","NA","280","NA","280","NA"
"D-4","40730502","REPUBLICA DEL PERU","581850.375829","8175958.0904","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","REPUBLICA DEL PERU","NA","NA","126","126","NA","NA"
"D-4","40730612","PILOTO AVELINO SIÑANI","584726","8176946","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","PILOTO AVELINO SIÑANI","NA","NA","150","150","NA","NA"
"D-5","40730180","MARCELO QUIROGA SANTA CRUZ","584440.08757","8177080.84328","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Tarde","NA","MARCELO QUIROGA SANTA CRUZ","NA","1121","NA","1121","NA"
"D-5","40730181","TOCOPILLA","584440.08757","8177080.84328","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","TOCOPILLA","NA","NA","1555","1555","NA","NA"
"D-5","40730191","JOSE ANTONIO PAREDES CANDIA","584253.699265","8177864.90932","Regular","S","NA","NA","NA","NA","NA","NA","No","Sí","No","Tarde","NA","JOSE ANTONIO PAREDES CANDIA","NA","1032","NA","1032","NA"
"D-5","40730192","VILLA INGENIO","584253.699265","8177864.90932","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","NA","NA","Mañana","VILLA INGENIO","NA","NA","1153","1153","NA","NA"
"D-5","40730194","MCAL. ANDRES DE SANTA CRUZ","583644.654442","8177546.32719","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","MCAL. ANDRES DE SANTA CRUZ","NA","1167","NA","1167","NA"
"D-5","40730195","TAHUANTINSUYO","583644.654442","8177546.32719","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","TAHUANTINSUYO","NA","NA","1314","1314","NA","NA"
"D-5","40730213","DR. CARLOS MONTENEGRO","585426.861397","8177833.46352","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","DR. CARLOS MONTENEGRO","NA","443","NA","443","NA"
"D-5","40730265","THE STRONGEST","585426.861397","8177833.46352","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","THE STRONGEST","NA","NA","562","562","NA","NA"
"D-5","40730399","REPUBLICA DE CUBA","585170.302717","8178430.54618","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","REPUBLICA DE CUBA","NA","NA","1173","1173","NA","NA"
"D-5","40730492","REPUBLICA DE IRAN","584221.700479","8178676.17802","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","REPUBLICA DE IRAN","NA","NA","539","539","NA","NA"
"D-5","40730184","ALMIRANTE MIGUEL GRAU B","585924.597289","8176617.05352","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","ALMIRANTE MIGUEL GRAU B","NA","482","NA","482","NA"
"D-5","40730185","ALMIRANTE MIGUEL GRAU A","585924.597289","8176617.05352","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","ALMIRANTE MIGUEL GRAU A","NA","540","NA","540","NA"
"D-5","40730186","NUEVA ESPERANZA A","585924.597289","8176617.05352","Regular","P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Noche","NA","NA","NUEVA ESPERANZA A","30","NA","NA","30"
"D-5","40730187","NUEVA ESPERANZA B","585924.597289","8176617.05352","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Noche","NA","NA","NUEVA ESPERANZA B","200","NA","NA","200"
"D-5","40730188","RAFAEL MENDOZA CASTELLON A","585924.597289","8176617.05352","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","RAFAEL MENDOZA CASTELLON A","NA","NA","1191","1191","NA","NA"
"D-5","40730547","RAFAEL MENDOZA CASTELLON B","585924.597289","8176617.05352","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","RAFAEL MENDOZA CASTELLON B","NA","NA","944","944","NA","NA"
"D-5","40730196","JOSE LUIS SUAREZ GUZMAN","585562.430809","8177262.50973","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","JOSE LUIS SUAREZ GUZMAN","NA","440","NA","440","NA"
"D-5","40730197","TUPAC KATARI","585562.430809","8177262.50973","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","TUPAC KATARI","NA","NA","733","733","NA","NA"
"D-5","40730263","NORUEGA TARDE","586031.770466","8177507.28791","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","NORUEGA TARDE","NA","830","NA","830","NA"
"D-5","40730622","NORUEGA MAÑANA","586031.770466","8177507.28791","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","NORUEGA MAÑANA","NA","NA","599","599","NA","NA"
"D-5","40730177","HUAYNA POTOSI MAÑANA","586845.153542","8178131.46735","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","HUAYNA POTOSI MAÑANA","NA","NA","751","751","NA","NA"
"D-5","40730178","HUAYNA POTOSI","586845.153542","8178131.46735","Regular","I-P","NA","NA","NA","NA","NA","NA","No","Sí","No","Tarde","NA","HUAYNA POTOSI","NA","938","NA","938","NA"
"D-5","40730189","INGAVI TARDE","587575.213967","8178985.92058","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","INGAVI TARDE","NA","558","NA","558","NA"
"D-5","40730190","INGAVI MAÑANA","587575.213967","8178985.92058","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","INGAVI MAÑANA","NA","NA","860","860","NA","NA"
"D-5","40730193","ILLIMANI MAÑANA","587031.731476","8179391.50224","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","ILLIMANI MAÑANA","NA","NA","722","722","NA","NA"
"D-5","40730598","ILLIMANI TARDE","587031.731476","8179391.50224","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","ILLIMANI TARDE","NA","917","NA","917","NA"
"D-5","40730258","RAFAEL PABON","588140.478837","8179645.36956","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","RAFAEL PABON","NA","NA","799","799","NA","NA"
"D-5","40730366","JESUS MARIA FE Y ALEGRIA","586765.016205","8179135.99281","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","JESUS MARIA FE Y ALEGRIA","NA","NA","904","904","NA","NA"
"D-5","40730398","SOLIDARIDAD","589061.915417","8180692.4175","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","SOLIDARIDAD","NA","NA","501","501","NA","NA"
"D-5","40730400","TOKIO","587673.681026","8178628.55436","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","TOKIO","NA","NA","667","667","NA","NA"
"D-5","40730429","PABLO ZARATE VILLCA","585979.175457","8178678.24259","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","PABLO ZARATE VILLCA","NA","NA","977","977","NA","NA"
"D-5","40730435","SANTA ROSA DE LIMA","588844.007344","8180460.78068","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","SANTA ROSA DE LIMA","NA","NA","716","716","NA","NA"
"D-5","40730437","UNION EUROPEA A","586184.970759","8178013.71082","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","UNION EUROPEA A","NA","628","NA","628","NA"
"D-5","40730636","UNION EUROPEA B","586184.970759","8178013.71082","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","UNION EUROPEA B","NA","NA","476","476","NA","NA"
"D-5","40730477","GERMAN BUSCH I","587715.502111","8179718.86839","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","GERMAN BUSCH I","NA","NA","633","633","NA","NA"
"D-5","40730489","DON BOSCO","588652.040581","8179792.52756","Regular","I-P-S","NA","NA","NA","NA","NA","NA","No","No","Sí","Mañana","DON BOSCO","NA","NA","808","808","NA","NA"
"D-5","40730179","MCAL. SUCRE","582639.253632","8177274.14686","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","MCAL. SUCRE","NA","NA","1286","1286","NA","NA"
"D-5","40730182","MCAL. ANTONIO JOSE DE SUCRE MAÑANA","583009.196692","8178117.35041","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","MCAL. ANTONIO JOSE DE SUCRE MAÑANA","NA","NA","595","595","NA","NA"
"D-5","40730358","MCAL. ANTONIO JOSE DE SUCRE TARDE","583009.196692","8178117.35041","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","MCAL. ANTONIO JOSE DE SUCRE TARDE","NA","447","NA","447","NA"
"D-5","40730207","BARTOLINA SISA","585044.223264","8178989.45583","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","BARTOLINA SISA","NA","NA","639","639","NA","NA"
"D-5","40730257","LITORAL","583918.626068","8178356.99639","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","NA","NA","Tarde","NA","LITORAL","NA","473","NA","473","NA"
"D-5","40730448","TAIWAN","583918.626068","8178356.99639","Regular","I-P-S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Mañana","TAIWAN","NA","NA","412","412","NA","NA"
"D-5","40730456","BOLIVIANO PORTUGAL","585125.277618","8178680.35302","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","BOLIVIANO PORTUGAL","NA","NA","699","699","NA","NA"
"D-6","40730214","EL ALTO INTEGRACION","589119.892204","8175453.44687","Malo","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","EL ALTO INTEGRACION","NA","NA","484","484","NA","NA"
"D-6","40730215","ABEL ITURRALDE B","588506.347848","8175897.57577","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","ABEL ITURRALDE B","NA","NA","782","782","NA","NA"
"D-6","40730216","ABEL ITURRALDE A","588506.347848","8175897.57577","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","ABEL ITURRALDE A","NA","NA","971","971","NA","NA"
"D-6","40730217","JUVENAL MARIACA B","588506.347848","8175897.57577","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Tarde","NA","JUVENAL MARIACA B","NA","431","NA","431","NA"
"D-6","40730218","JUVENAL MARIACA A","588506.347848","8175897.57577","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","JUVENAL MARIACA A","NA","497","NA","497","NA"
"D-6","40730220","JULIAN APAZA","588506.347848","8175897.57577","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Noche","NA","NA","JULIAN APAZA","96","NA","NA","96"
"D-6","40730474","TCNL. AV. RAFAEL PABON CUEVAS III","588470.140684","8175183.63375","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","TCNL. AV. RAFAEL PABON CUEVAS III","NA","1091","NA","1091","NA"
"D-6","40730224","ADRIAN CASTILLO NAVA A","586842.425415","8177630.03804","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","ADRIAN CASTILLO NAVA A","NA","NA","1315","1315","NA","NA"
"D-6","40730227","GUALBERTO VILLARROEL A","586842.425415","8177630.03804","Regular","P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","GUALBERTO VILLARROEL A","NA","738","NA","738","NA"
"D-6","40730313","ADRIAN CASTILLO NAVA B","587442.333082","8177864.07609","Malo","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","ADRIAN CASTILLO NAVA B","NA","NA","854","854","NA","NA"
"D-6","40730228","GUALBERTO VILLARROEL B","587442.333082","8177864.07609","Malo","S","Sí","Sí","Sí","No","NA","Sí","No","No","Sí","Tarde","NA","GUALBERTO VILLARROEL B","NA","421","NA","421","NA"
"D-6","40730226","CESAR CHAVEZ TABORGA","587442.333082","8177864.07609","Malo","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Noche","NA","NA","CESAR CHAVEZ TABORGA","274","NA","NA","274"
"D-6","40730229","PUERTO DE GUAQUI MAÑANA","588202.530713","8178238.62072","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","PUERTO DE GUAQUI MAÑANA","NA","NA","711","711","NA","NA"
"D-6","40730253","PUERTO DE GUAQUI TARDE","588202.530713","8178238.62072","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","PUERTO DE GUAQUI TARDE","NA","488","NA","488","NA"
"D-6","40730230","JUAN JOSE TORREZ GONZALES C","588627.283083","8178793.67534","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","JUAN JOSE TORREZ GONZALES C","NA","NA","673","673","NA","NA"
"D-6","40730231","JUAN JOSE TORREZ GONZALES A","588627.283083","8178793.67534","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","JUAN JOSE TORREZ GONZALES A","NA","384","NA","384","NA"
"D-6","40730232","JUAN JOSE TORREZ GONZALES B","588627.283083","8178793.67534","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Mañana","JUAN JOSE TORREZ GONZALES B","NA","NA","533","533","NA","NA"
"D-6","40730241","MCAL. JOSE BALLIVIAN C","587662.32118","8176716.03552","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","MCAL. JOSE BALLIVIAN C","NA","488","NA","488","NA"
"D-6","40730252","MCAL. JOSE BALLIVIAN A","587662.32118","8176716.03552","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","MCAL. JOSE BALLIVIAN A","NA","NA","634","634","NA","NA"
"D-6","40730244","AIDA DEL PORTILLO DE MENDOZA","587855.411221","8176652.6036","Malo","P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Noche","NA","NA","AIDA DEL PORTILLO DE MENDOZA","320","NA","NA","320"
"D-6","40730245","MCAL. JOSE BALLIVIAN D","587855.411221","8176652.6036","Malo","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Mañana","MCAL. JOSE BALLIVIAN D","NA","NA","860","860","NA","NA"
"D-6","40730246","MCAL. JOSE BALLIVIAN E","587855.411221","8176652.6036","Malo","I-P","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Mañana","MCAL. JOSE BALLIVIAN E","NA","NA","1181","1181","NA","NA"
"D-6","40730247","MERCEDES BELZU DE DORADO B","587855.411221","8176652.6036","Malo","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","MERCEDES BELZU DE DORADO B","NA","594","NA","594","NA"
"D-6","40730248","MERCEDES BELZU DE DORADO A","587855.411221","8176652.6036","Malo","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","MERCEDES BELZU DE DORADO A","NA","746","NA","746","NA"
"D-6","40730223","HUYUSTUS REPUBLICA DE AUSTRIA","588888.919139","8179522.20935","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","HUYUSTUS REPUBLICA DE AUSTRIA","NA","NA","758","758","NA","NA"
"D-6","40730233","SAN JOSE FE Y ALEGRIA A","588627.283083","8178793.67534","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","SAN JOSE FE Y ALEGRIA A","NA","NA","1149","1149","NA","NA"
"D-6","40730234","SAN JOSE FE Y ALEGRIA","588627.283083","8178793.67534","Regular","I-P","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Tarde","NA","SAN JOSE FE Y ALEGRIA","NA","755","NA","755","NA"
"D-6","40730388","SAN JOSE FE Y ALEGRIA B","588627.283083","8178793.67534","Regular","I-P","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Mañana","SAN JOSE FE Y ALEGRIA B","NA","NA","759","759","NA","NA"
"D-6","40730249","LUIS ESPINAL CAMPS FE Y ALEGRIA MAÑANA","589034.652467","8177849.73856","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","LUIS ESPINAL CAMPS FE Y ALEGRIA MAÑANA","NA","NA","1107","1107","NA","NA"
"D-6","40730250","LUIS ESPINAL CAMPS FE Y ALEGRIA TARDE","589034.652467","8177849.73856","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","LUIS ESPINAL CAMPS FE Y ALEGRIA TARDE","NA","736","NA","736","NA"
"D-6","40730426","SAN MARCOS","588860.071661","8178290.29396","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","SAN MARCOS","NA","NA","947","947","NA","NA"
"D-6","40730221","SANTA MARIA DE LOS ANGELES MAÑANA","587796.090232","8176156.03853","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","SANTA MARIA DE LOS ANGELES MAÑANA","NA","NA","1190","1190","NA","NA"
"D-6","40730222","SANTA MARIA DE LOS ANGELES TARDE","587796.090232","8176156.03853","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","SANTA MARIA DE LOS ANGELES TARDE","NA","1151","NA","1151","NA"
"D-6","40730236","LOS ANDES MAÑANA","587035.571123","8176154.84316","Malo","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","LOS ANDES MAÑANA","NA","NA","1750","1750","NA","NA"
"D-6","40730237","LOS ANDES TARDE","587035.571123","8176154.84316","Malo","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","LOS ANDES TARDE","NA","1004","NA","1004","NA"
"D-6","40730238","GRAN BRETAÑA MAÑANA","586656.94277","8176313.52624","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","GRAN BRETAÑA MAÑANA","NA","NA","682","682","NA","NA"
